,id,m1,m2,size,x0.25,x0.2,x0.15
8,9,0.20512820512820512,249.4400941897661,"(1032, 774)",0.18993306159973145,0.12437796592712402,0.07897520065307617
9,10,0.464,177.68929760742188,"(1032, 774)",0.20301222801208496,0.14248323440551758,0.08086776733398438
10,11,0.3541666666666667,197.50218923886618,"(1032, 774)",0.1790781021118164,0.13212323188781738,0.09354972839355469
11,12,0.30357142857142855,207.48445020403182,"(1032, 774)",0.17874813079833984,0.1230320930480957,0.07898283004760742
12,13,0.3333333333333333,205.56614762123186,"(1032, 774)",0.18174171447753906,0.1396009922027588,0.07818078994750977
13,14,0.15492957746478872,216.9241756385481,"(1032, 774)",0.20389795303344727,0.13738584518432617,0.09794783592224121
14,15,0.2571428571428571,202.6694370814732,"(1032, 774)",0.3143627643585205,0.17764520645141602,0.10325312614440918
15,16,0.20754716981132076,190.13769592429108,"(1032, 774)",0.24269914627075195,0.15664219856262207,0.09136795997619629
16,17,0.24,165.73310419718425,"(1032, 774)",0.25777602195739746,0.16709613800048828,0.08571195602416992
17,18,0.13725490196078433,239.56855302698472,"(1032, 774)",0.1934201717376709,0.15161705017089844,0.07830405235290527
18,19,0.3333333333333333,188.56962566611207,"(1032, 774)",0.22193098068237305,0.15657496452331543,0.09374499320983887
19,20,0.4634146341463415,194.56970252060307,"(1032, 774)",0.18203496932983398,0.12794995307922363,0.07821321487426758
20,21,0.23376623376623376,212.2850530054662,"(1032, 774)",0.21153497695922852,0.15347599983215332,0.09730100631713867
21,22,0.3979591836734694,287.7780895622409,"(1032, 774)",0.17071008682250977,0.11451005935668945,0.07076787948608398
22,23,0.15789473684210525,192.7747045818128,"(1032, 774)",0.22218012809753418,0.1513841152191162,0.0872199535369873
23,24,0.171875,265.0958659648895,"(1032, 774)",0.18657898902893066,0.1402120590209961,0.07383894920349121
24,25,0.2786885245901639,228.58002672039095,"(1032, 774)",0.17610788345336914,0.12837672233581543,0.06992673873901367
25,26,0.21428571428571427,220.6269029889788,"(1032, 774)",0.19631099700927734,0.1324608325958252,0.07862305641174316
26,27,0.24050632911392406,226.88823738581019,"(1032, 774)",0.18473196029663086,0.1368699073791504,0.07347679138183594
27,28,0.17543859649122806,235.8327496846517,"(1032, 774)",0.1865527629852295,0.1252727508544922,0.07225394248962402
28,29,0.5628140703517588,158.29013711363825,"(1032, 774)",0.18148207664489746,0.12449097633361816,0.0749671459197998
29,30,0.36507936507936506,185.54097372388082,"(1032, 774)",0.26643991470336914,0.1564958095550537,0.09121584892272949
30,31,0.2028985507246377,254.24891352999038,"(1032, 774)",0.18831086158752441,0.1286768913269043,0.07487106323242188
31,32,0.13580246913580246,204.08855329913857,"(1032, 774)",0.19594216346740723,0.1395881175994873,0.08331489562988281
32,33,0.23214285714285715,228.74770518711634,"(1032, 774)",0.19199204444885254,0.13323497772216797,0.0891561508178711
33,34,0.1282051282051282,230.2214473822178,"(1032, 774)",0.1886000633239746,0.13295316696166992,0.0777730941772461
34,35,0.5521472392638037,162.64387109674558,"(1032, 774)",0.20351004600524902,0.13968801498413086,0.09018206596374512
35,36,0.5191256830601093,148.06138860983927,"(1032, 774)",0.2459568977355957,0.15978217124938965,0.10492396354675293
36,37,0.1728395061728395,223.718776938356,"(1032, 774)",0.19456887245178223,0.13977813720703125,0.08787202835083008
37,38,0.2558139534883721,225.89414286059002,"(1032, 774)",0.1808910369873047,0.1244049072265625,0.07181406021118164
38,39,0.7039473684210527,147.4020236918801,"(1032, 774)",0.32097887992858887,0.18787026405334473,0.10903286933898926
39,40,0.6403508771929824,136.0238627829747,"(1032, 774)",0.2339339256286621,0.12778210639953613,0.0814211368560791
40,41,0.11864406779661017,185.46457148406466,"(1032, 774)",0.21048212051391602,0.14786887168884277,0.08417892456054688
41,42,0.5357142857142857,157.9402463912964,"(1032, 774)",0.22707414627075195,0.14339923858642578,0.08270883560180664
42,43,0.17777777777777778,255.9915757921007,"(1032, 774)",0.19113826751708984,0.13446593284606934,0.09035086631774902
43,44,0.29577464788732394,190.881853237958,"(1032, 774)",0.27648496627807617,0.17618322372436523,0.11855602264404297
44,45,0.2641509433962264,232.61524416365714,"(1032, 774)",0.18711495399475098,0.12156319618225098,0.0761110782623291
45,46,0.24615384615384617,223.46552170973558,"(1032, 774)",0.18703317642211914,0.1275029182434082,0.08144593238830566
46,47,0.13333333333333333,205.51918657090928,"(1032, 774)",0.22670817375183105,0.13712692260742188,0.0893712043762207
47,48,0.23076923076923078,210.58730462881235,"(1032, 774)",0.21248292922973633,0.1362450122833252,0.08351612091064453
48,49,0.18518518518518517,252.731468860014,"(1032, 774)",0.19125699996948242,0.1344308853149414,0.09240102767944336
49,50,0.3592233009708738,259.2482359802839,"(1032, 774)",0.18243980407714844,0.11902904510498047,0.0717458724975586
50,51,0.17073170731707318,228.3122841439596,"(1032, 774)",0.20337820053100586,0.1339709758758545,0.08574366569519043
51,52,0.17142857142857143,209.21606020246233,"(774, 1032)",0.3588898181915283,0.19056010246276855,0.11117172241210938
