,id,m1,m2,size,x0.25,x0.2,x0.15
35,36,0.6572127139364303,154.88363493940358,"(1032, 774)",27.216794967651367,17.069166898727417,6.997820854187012
36,37,0.19491525423728814,197.1442985534668,"(1032, 774)",7.798152923583984,5.960770130157471,3.189746141433716
37,38,0.09386281588447654,208.86936151938318,"(1032, 774)",5.6977667808532715,4.2307820320129395,2.424794912338257
38,39,0.6799375487900078,157.21016951597454,"(1032, 774)",44.09774899482727,24.75862979888916,9.132335901260376
39,40,0.8335615098767847,128.94464644848566,"(1032, 774)",10.634055137634277,7.916701078414917,4.296678066253662
40,41,0.0626865671641791,175.53214145489594,"(1032, 774)",11.15889024734497,7.634675025939941,4.143854141235352
41,42,0.4822485207100592,168.28059644529804,"(1032, 774)",13.39391303062439,8.007586002349854,3.867119789123535
42,43,0.09234828496042216,197.84963061249664,"(1032, 774)",6.500715017318726,4.691905975341797,2.5449230670928955
43,44,0.5023786869647955,165.8253754598543,"(1032, 774)",37.64971995353699,22.45042109489441,9.541303157806396
44,45,0.13526570048309178,184.79326585410297,"(1032, 774)",6.202643871307373,4.710171699523926,2.694265842437744
45,46,0.23399558498896247,196.56491418969026,"(1032, 774)",7.482404708862305,5.093656063079834,2.803048849105835
46,47,0.05016722408026756,170.66693167542934,"(1032, 774)",10.584614992141724,6.502065896987915,3.8569798469543457
47,48,0.04844290657439446,166.24694818938892,"(1032, 774)",7.9969260692596436,5.912336111068726,3.3906149864196777
48,49,0.04801670146137787,198.29124200617844,"(1032, 774)",6.157668113708496,4.644012928009033,2.688807964324951
49,50,0.1409090909090909,219.41430435180663,"(1032, 774)",5.375180006027222,3.681743860244751,2.1266770362854004
50,51,0.08469945355191257,194.46859081455918,"(1032, 774)",8.018305778503418,5.551507949829102,3.102367877960205
51,52,0.07048458149779736,166.60554541365167,"(774, 1032)",53.05246901512146,28.169387102127075,8.946598768234253
52,53,0.26807760141093473,171.19987651279993,"(1032, 774)",25.93676495552063,16.195348978042603,7.062915086746216
53,54,0.3310104529616725,216.7581018587438,"(1032, 774)",5.810108184814453,4.21786093711853,2.278183937072754
54,55,0.1864951768488746,210.9277916322567,"(1032, 774)",5.460371732711792,3.8322908878326416,2.329349994659424
55,56,0.2528301886792453,246.90704164325066,"(1032, 774)",5.522416830062866,3.604642868041992,2.1234939098358154
56,57,0.5077720207253886,159.478818666132,"(1032, 774)",16.49875807762146,8.685513973236084,4.398161172866821
57,58,0.2393617021276596,190.452610306706,"(1032, 774)",7.48701286315918,4.8354620933532715,2.718790054321289
58,59,0.0687960687960688,179.70757983533406,"(774, 1032)",7.6676130294799805,5.340799808502197,3.0910396575927734
59,60,0.2131578947368421,171.56689201154208,"(1032, 774)",10.078274011611938,6.6769118309021,3.7488832473754883
60,61,0.050473186119873815,183.1641956413582,"(1032, 774)",7.46805477142334,5.037949085235596,2.853837728500366
61,62,0.07916666666666666,173.24944763183595,"(1032, 774)",38.773322105407715,20.77721118927002,9.165128231048584
62,63,0.4905897114178168,160.54532393547643,"(1032, 774)",15.60042691230774,10.430007934570312,4.3653647899627686
63,64,0.034482758620689655,158.3902552972393,"(1032, 774)",20.555248022079468,11.448472023010254,5.127136945724487
64,65,0.37946943483275664,167.53478498799853,"(1032, 774)",42.38976788520813,24.747901916503906,10.61595606803894
65,66,0.10230179028132992,174.3508581273696,"(1032, 774)",8.899162292480469,6.818778991699219,3.8919689655303955
66,67,0.07692307692307693,207.29046905957736,"(1032, 774)",6.092836141586304,4.276947021484375,2.5343942642211914
67,68,0.2,210.6705263349745,"(1032, 774)",5.433847188949585,3.7011351585388184,2.2634880542755127
